Date,Waste_Type,Temperature,Moisture_Content,pH_Level,Oxygen_Level,Carbon_Nitrogen_Ratio,Nitrogen_Content,Potassium_Content,Phosphorus_Content,Ambient_Humidity,Ambient_Temperature,Waste_Height,Particle_Size,Bulk_Density,Final_Volume_Reduction,Odor_Level,Decomposition_Rate,Time_Elapsed,Maturity_Index,Turning_Frequency
2024-04-02,GREEN,63.96,60.0,7.4,8.88,25.55,1.99,1.37,0.69,59.52,28.0,94.02,16.94,540.18,1.2602200000000001,2.8,2.62,48.1,7.430000000000001,3.93
2024-04-03,GREEN,62.78,60.0,6.98,6.69,28.03,2.0,0.67,0.4,69.1,28.05,110.25,32.24,356.05,1.9350900000000002,4.9,2.7,71.67,8.0,4.2
2024-04-04,BROWN,65.0,43.61,7.15,5.86,29.09,1.5,1.43,0.54,63.62,19.71,99.54,11.29,512.3,0.8071199999999998,2.21,1.44,56.05,7.045,4.35
2024-04-05,BROWN,61.94,45.11,6.64,6.59,26.86,1.51,0.69,0.72,56.85,34.65,135.33,49.58,457.44,1.0576400000000001,2.83,1.37,77.2,8.0,4.48
2024-04-06,MIXED,65.0,55.44,6.65,6.4,28.31,1.76,1.5,0.75,51.36,35.0,106.9,18.38,448.56,1.522191,1.01,1.93,78.87,8.0,3.24
2024-04-07,MIXED,65.0,55.61,6.55,6.13,26.21,1.77,1.26,0.46,58.94,35.0,128.9,5.0,563.71,0.8346640000000001,4.15,2.02,41.32,6.151999999999999,5.36
2024-04-08,MIXED,62.74,54.98,7.27,5.97,29.2,1.82,1.05,0.56,51.97,28.93,98.19,25.86,590.73,1.4630400000000001,2.63,1.92,76.2,8.0,6.18
2024-04-09,MIXED,62.24,53.83,7.26,13.31,27.35,1.75,1.03,0.78,50.34,24.28,130.1,22.12,397.61,0.74689,4.68,1.9,39.31,5.8309999999999995,5.9
2024-04-10,MIXED,57.27,54.31,6.83,7.03,25.24,1.82,1.18,0.87,60.14,21.78,141.7,25.66,620.61,0.8392000000000001,1.55,2.0,41.96,6.196,4.71
2024-04-11,BROWN,65.0,44.35,7.87,8.42,25.78,1.54,0.67,0.61,63.31,35.0,139.67,49.81,426.57,0.447,2.44,1.49,30.0,4.49,3.45
2024-04-12,BROWN,55.96,44.21,7.13,7.75,26.42,1.55,1.35,0.51,54.72,35.0,116.08,13.23,309.22,0.40081199999999995,2.38,1.27,31.56,4.426,4.21
2024-04-13,BROWN,65.0,43.44,7.2,7.17,27.67,1.5,1.18,0.38,70.0,30.54,96.86,36.23,641.48,0.5003730000000001,3.48,1.59,31.47,4.737,4.14
2024-04-14,MIXED,65.0,52.45,6.65,9.87,25.28,1.78,0.62,0.41,70.0,34.03,104.23,20.26,610.25,1.7081,2.83,1.9,89.9,8.0,3.6
2024-04-15,GREEN,65.0,60.0,6.97,8.12,26.86,2.0,1.31,0.47,58.93,31.27,143.93,5.0,576.11,1.458617,1.58,2.39,61.03,8.0,5.51
2024-04-16,BROWN,65.0,43.96,6.5,11.25,30.0,1.52,1.37,0.64,59.09,35.0,125.39,5.87,418.16,0.485918,2.88,1.51,32.18,4.728,6.42
2024-04-17,BROWN,54.6,42.93,7.74,5.89,26.29,1.5,1.11,0.6,70.0,20.34,126.99,13.19,425.07,1.3646970000000003,1.97,1.59,85.83,8.0,4.21
2024-04-18,MIXED,60.31,55.43,7.28,8.83,29.27,1.8,1.4,0.64,66.68,28.88,106.55,19.06,395.59,0.7216,1.13,2.05,35.2,5.57,5.54
2024-04-19,MIXED,56.71,56.76,6.71,9.93,28.19,1.86,0.81,0.5,66.18,17.21,101.8,21.13,585.94,1.006104,1.07,2.06,48.84,6.944000000000001,5.59
2024-04-20,BROWN,65.0,42.15,7.73,5.19,27.68,1.5,0.97,0.82,70.0,35.0,129.48,27.1,558.06,0.607688,1.99,1.48,41.06,5.586,5.16
2024-04-21,BROWN,65.0,44.46,6.79,5.45,29.7,1.52,0.5,0.4,56.43,35.0,107.89,10.32,333.66,1.0488,4.03,1.6,65.55,8.0,4.53
2024-04-22,BROWN,65.0,44.12,6.78,9.34,30.0,1.52,1.39,0.59,52.96,35.0,138.04,44.55,497.6,1.3411199999999999,1.11,1.65,81.28,8.0,5.9
2024-04-23,GREEN,63.56,60.0,7.73,11.92,27.8,2.0,1.36,0.71,52.54,35.0,148.68,11.74,361.12,1.45775,3.62,2.45,59.5,8.0,3.29
2024-04-24,GREEN,65.0,60.0,7.52,7.15,26.72,1.99,0.88,0.93,49.78,20.81,129.63,42.0,513.36,1.3665599999999998,2.03,2.4,56.94,8.0,5.3
2024-04-25,GREEN,61.89,60.0,7.89,9.89,29.3,2.0,0.88,0.91,51.51,18.27,122.01,14.94,641.39,1.0967310000000001,2.45,2.33,47.07,7.037,4.56
2024-04-26,MIXED,57.72,55.44,7.78,13.3,26.93,1.77,0.88,0.3,58.11,35.0,93.78,31.6,494.3,0.8423249999999999,3.46,1.65,51.05,6.754999999999999,5.3
2024-04-27,MIXED,54.31,55.95,7.3,9.05,29.54,1.81,1.28,0.48,48.05,22.38,113.55,43.19,545.69,1.316861,1.23,2.03,64.87,8.0,3.41
2024-04-28,GREEN,65.0,60.0,6.68,11.26,28.03,2.0,0.5,0.47,52.23,28.22,130.29,27.1,497.15,0.792,2.82,2.64,30.0,5.640000000000001,4.2
2024-04-29,GREEN,58.83,60.0,7.3,13.19,29.95,2.0,0.67,0.3,48.84,34.06,137.26,43.24,617.16,0.8807130000000001,3.93,2.49,35.37,6.027,4.32
2024-04-30,BROWN,65.0,43.63,7.01,11.68,28.59,1.5,0.94,0.68,62.73,30.92,124.97,15.46,427.87,0.7755230000000001,3.44,1.33,58.31,7.1610000000000005,6.26
2024-05-01,MIXED,61.4,54.02,7.59,7.91,26.57,1.77,0.92,0.57,70.0,33.29,131.14,42.53,434.54,0.988869,4.45,2.17,45.57,6.727,3.99
2024-05-02,GREEN,58.95,60.0,6.65,11.08,28.22,2.0,0.72,0.67,67.46,35.0,111.82,20.06,452.94,1.578577,1.94,2.47,63.91,8.0,5.69
2024-05-03,GREEN,65.0,60.0,7.21,5.44,26.18,2.0,1.41,0.99,67.75,33.75,141.7,41.77,372.61,1.4205,1.98,2.5,56.82,8.0,5.22
2024-05-04,GREEN,56.73,60.0,7.14,5.41,29.64,1.97,1.45,0.38,69.1,19.8,115.16,12.7,624.58,1.4798160000000002,1.0,2.48,59.67,8.0,4.75
2024-05-05,GREEN,65.0,60.0,6.89,15.0,25.81,1.99,1.31,0.52,70.0,22.22,114.16,25.55,471.18,1.166682,4.44,2.42,48.21,7.241,5.95
2024-05-06,MIXED,64.19,54.11,7.79,12.6,26.43,1.79,1.45,0.95,47.89,35.0,94.99,42.53,409.11,1.480185,4.0,1.85,80.01,8.0,4.67
2024-05-07,MIXED,64.28,56.82,7.76,12.74,27.06,1.83,1.05,0.58,70.0,18.86,135.36,16.37,333.67,1.699125,3.37,1.97,86.25,8.0,6.0
2024-05-08,GREEN,63.74,60.0,6.56,7.95,29.47,1.98,0.94,0.8,67.5,35.0,133.85,11.06,460.88,0.75,2.86,2.5,30.0,5.5,5.36
2024-05-09,GREEN,60.1,60.0,7.28,6.39,25.05,1.99,0.97,0.6,70.0,20.63,102.24,7.42,559.42,0.7952499999999999,2.32,2.5,31.81,5.681,5.45
2024-05-10,GREEN,65.0,60.0,7.48,7.12,27.35,2.0,1.5,0.37,45.77,20.8,108.51,50.0,539.56,1.204192,3.25,2.42,49.76,7.396,5.72
2024-05-11,MIXED,64.97,54.21,7.32,8.46,27.13,1.78,0.82,0.97,66.13,23.94,125.46,37.34,311.75,1.04899,4.46,1.9,55.21,7.420999999999999,4.15
2024-05-12,GREEN,65.0,60.0,7.14,5.88,28.02,2.0,0.65,0.98,64.03,35.0,102.28,41.9,546.13,1.8416039999999998,1.89,2.58,71.38,8.0,6.17
2024-05-13,MIXED,55.83,54.15,7.7,13.5,27.8,1.82,1.36,0.91,70.0,35.0,129.32,10.15,441.93,1.096125,3.92,1.85,59.25,7.775,6.08
2024-05-14,MIXED,65.0,54.12,7.89,10.13,27.86,1.74,0.9,0.48,50.77,33.07,137.84,11.04,430.92,0.7611120000000001,4.17,1.86,40.92,5.952000000000001,6.56
2024-05-15,BROWN,54.44,44.23,7.35,12.05,26.32,1.52,1.31,0.74,65.91,19.54,117.47,43.9,345.46,1.073842,1.82,1.33,80.74,8.0,5.71
2024-05-16,GREEN,62.08,60.0,7.29,11.01,26.84,1.98,0.59,0.92,52.76,18.74,109.13,34.94,477.36,2.070855,3.64,2.55,81.21,8.0,5.15
2024-05-17,MIXED,65.0,55.56,7.77,13.04,26.87,1.82,1.08,0.49,59.37,35.0,95.12,32.77,445.09,1.6244619999999999,3.24,1.97,82.46,8.0,3.59
2024-05-18,BROWN,55.67,45.73,7.49,8.06,27.61,1.51,1.44,0.87,68.64,27.17,149.56,34.66,583.91,0.7197119999999999,2.1,1.44,49.98,6.437999999999999,6.6
2024-05-19,MIXED,65.0,56.06,6.8,7.12,26.42,1.82,0.67,0.91,57.13,23.98,128.74,15.46,535.15,1.0362209999999998,1.69,2.11,49.11,7.020999999999999,6.62
2024-05-20,GREEN,61.89,60.0,7.1,8.77,27.04,1.99,0.62,0.72,62.12,30.99,107.46,13.16,387.37,0.845016,4.64,2.57,32.88,5.8580000000000005,7.0
2024-05-21,BROWN,65.0,43.75,7.82,8.45,28.14,1.5,0.74,0.6,62.01,35.0,139.14,45.39,306.52,0.5352950000000001,2.21,1.51,35.45,5.055000000000001,5.19
2024-05-22,MIXED,65.0,54.5,6.88,8.75,29.54,1.76,0.91,0.63,61.95,21.6,97.83,28.97,501.15,1.73935,2.63,2.15,80.9,8.0,3.33
2024-05-23,MIXED,65.0,56.13,6.72,10.58,25.2,1.8,0.61,0.53,60.37,33.2,107.75,43.72,612.43,1.6311849999999999,3.28,2.05,79.57,8.0,5.25
2024-05-24,GREEN,53.95,60.0,7.45,13.49,28.44,1.93,1.36,0.4,70.0,30.66,140.86,44.73,450.04,1.085068,2.81,2.44,44.47,6.8870000000000005,4.09
2024-05-25,MIXED,55.65,54.67,6.6,8.58,27.93,1.79,0.78,0.48,52.86,19.78,145.61,32.35,540.53,1.5967079999999998,4.71,2.04,78.27,8.0,5.68
2024-05-26,GREEN,65.0,60.0,6.55,12.43,26.89,2.0,1.23,0.74,70.0,28.94,90.0,20.94,501.47,1.6966080000000003,3.45,2.58,65.76,8.0,3.83
2024-05-27,GREEN,65.0,60.0,7.64,12.47,28.88,2.0,0.52,0.4,46.5,21.21,121.67,33.09,354.22,1.399008,4.82,2.47,56.64,8.0,3.46
2024-05-28,MIXED,65.0,54.14,6.73,13.14,26.28,1.78,1.33,0.98,48.62,35.0,104.54,30.25,641.58,0.95256,3.1,2.1,45.36,6.635999999999999,6.42
2024-05-29,MIXED,65.0,53.44,7.39,8.59,29.47,1.83,1.28,0.8,62.62,35.0,146.64,21.76,650.0,0.91572,4.69,1.95,46.96,6.646,5.54
2024-05-30,BROWN,62.15,43.97,6.97,14.04,28.98,1.53,0.91,0.94,67.87,32.85,146.73,8.83,310.18,0.6966519999999999,3.99,1.42,49.06,6.3260000000000005,5.78
2024-05-31,GREEN,54.26,60.0,6.76,6.5,25.0,1.93,1.1,1.0,58.08,34.74,145.08,6.56,377.5,1.44755,2.13,2.62,55.25,8.0,3.6
2024-06-01,BROWN,65.0,40.0,6.74,5.07,27.97,1.53,1.36,1.0,56.93,35.0,143.91,18.24,367.07,0.5146499999999999,2.95,1.46,35.25,4.984999999999999,3.24
2024-06-02,BROWN,65.0,40.0,7.14,7.49,25.63,1.51,0.75,0.57,44.36,35.0,142.95,49.3,504.5,1.06731,3.07,1.34,79.65,8.0,6.01
2024-06-03,GREEN,65.0,48.38,7.89,6.84,28.79,2.0,0.5,0.67,41.88,35.0,93.86,14.94,530.99,1.7590979999999998,1.26,2.42,72.69,8.0,4.27
2024-06-04,MIXED,65.0,41.44,7.92,9.77,25.52,1.83,0.55,0.94,40.0,27.46,140.13,11.77,376.82,1.2859559999999999,4.1,1.96,65.61,8.0,6.97
2024-06-05,BROWN,65.0,40.0,8.0,15.0,28.39,1.5,0.82,1.0,40.0,30.77,91.7,19.4,518.61,0.984889,3.2,1.73,56.93,7.423,3.72
2024-06-06,MIXED,65.0,40.63,7.38,8.1,27.66,1.82,1.32,0.31,40.0,29.9,130.03,13.1,562.28,1.2956019999999997,1.36,1.79,72.38,8.0,6.84
2024-06-07,MIXED,65.0,40.3,6.97,13.82,30.0,1.78,0.84,0.6,47.84,35.0,118.46,5.56,505.09,1.4999470000000001,2.34,1.81,82.87,8.0,4.76
2024-06-08,BROWN,65.0,40.0,6.9,10.16,28.07,1.51,1.21,0.79,40.0,35.0,98.5,26.67,513.81,0.7460640000000001,1.91,1.57,47.52,6.322000000000001,4.82
2024-06-09,MIXED,65.0,40.65,7.29,14.67,26.91,1.81,1.2,0.84,53.0,35.0,127.99,5.0,375.1,0.6960869999999999,1.64,2.03,34.29,5.459,4.73
2024-06-10,MIXED,65.0,40.0,7.86,13.26,29.38,1.78,0.77,0.86,47.92,34.31,122.2,20.2,470.72,1.267931,4.55,2.17,58.43,8.0,4.12
2024-06-11,GREEN,65.0,49.21,7.1,9.69,26.84,2.0,0.86,0.3,51.9,35.0,149.13,40.22,476.9,1.022686,2.21,2.38,42.97,6.677,3.95
2024-06-12,MIXED,65.0,40.0,7.74,6.2,27.51,1.84,0.73,0.7,49.47,35.0,124.39,16.79,399.7,0.673814,2.96,1.99,33.86,5.376,5.07
2024-06-13,MIXED,65.0,40.0,6.5,8.09,25.67,1.81,0.52,0.68,52.08,24.31,119.66,11.87,313.99,0.76416,4.68,1.92,39.8,5.8999999999999995,5.12
2024-06-14,BROWN,65.0,40.0,6.64,11.17,26.47,1.5,0.69,0.75,40.0,35.0,104.34,7.0,437.21,0.6605840000000001,3.21,1.42,46.52,6.072,4.98
2024-06-15,BROWN,65.0,40.0,6.9,11.84,27.28,1.5,1.38,0.64,43.63,35.0,147.22,9.54,386.03,1.1355300000000002,1.97,1.55,73.26,8.0,6.45
2024-06-16,BROWN,65.0,40.0,7.76,14.38,27.9,1.5,1.46,0.91,45.49,24.09,94.53,30.47,504.78,0.636444,3.07,1.42,44.82,5.902,4.07
2024-06-17,GREEN,65.0,49.26,7.71,11.91,28.93,2.0,0.67,0.45,54.36,35.0,107.43,41.67,312.19,1.8752209999999996,3.62,2.51,74.71,8.0,5.84
2024-06-18,GREEN,65.0,46.56,6.84,14.73,28.51,2.0,0.72,0.94,40.0,35.0,122.29,21.11,409.09,1.306998,3.87,2.46,53.13,7.773000000000001,5.19
2024-06-19,MIXED,65.0,40.0,7.84,5.0,27.41,1.81,0.51,0.7,40.0,35.0,148.53,23.73,459.56,1.10142,3.76,2.11,52.2,7.33,5.7
2024-06-20,BROWN,65.0,40.0,7.77,11.44,27.87,1.52,0.94,0.89,48.49,32.22,102.54,40.9,487.57,0.7971300000000001,2.52,1.53,52.1,6.74,4.11
2024-06-21,MIXED,65.0,40.0,7.32,12.9,29.05,1.78,1.5,1.0,45.24,30.82,115.21,39.23,373.38,0.7951509999999999,2.72,2.03,39.17,5.947,6.25
2024-06-22,MIXED,65.0,41.4,7.67,6.13,26.6,1.81,0.95,0.94,40.0,30.75,142.49,48.7,484.55,1.8042119999999997,1.79,2.07,87.16,8.0,6.59
2024-06-23,MIXED,65.0,40.0,6.76,11.11,28.97,1.78,0.99,0.82,51.94,31.11,150.0,9.54,440.31,0.937473,3.52,2.11,44.43,6.552999999999999,4.97
2024-06-24,BROWN,65.0,40.0,6.92,14.25,27.75,1.53,0.83,0.66,45.03,34.25,114.62,12.49,371.14,0.870111,4.08,1.53,56.87,7.217,4.72
2024-06-25,BROWN,65.0,40.0,7.06,14.68,28.1,1.5,1.28,0.7,54.88,27.91,92.96,16.56,629.41,0.89375,4.21,1.43,62.5,7.68,3.0
2024-06-26,BROWN,65.0,40.0,7.13,8.85,28.75,1.51,0.95,0.36,40.78,24.16,116.63,43.24,359.2,0.8499840000000001,2.89,1.52,55.92,7.112,3.7
2024-06-27,BROWN,65.0,40.0,8.0,12.97,25.75,1.5,1.08,0.83,40.0,23.87,148.99,26.32,636.31,1.2642259999999998,2.88,1.42,89.03,8.0,4.3
2024-06-28,BROWN,65.0,40.0,7.51,8.85,29.24,1.51,1.01,0.68,41.64,35.0,113.03,34.33,450.03,0.7663000000000001,1.0,1.58,48.5,6.43,4.69
2024-06-29,MIXED,65.0,40.0,7.93,11.56,26.85,1.8,1.15,0.6,40.0,35.0,128.07,49.26,368.43,0.818292,3.72,1.94,42.18,6.1579999999999995,4.17
2024-06-30,BROWN,65.0,40.0,7.74,13.25,28.61,1.52,0.85,0.68,53.82,25.14,96.6,30.81,562.4,1.154117,4.81,1.39,83.03,8.0,3.74
2024-07-01,BROWN,65.0,40.0,6.51,14.17,27.49,1.52,1.32,0.81,54.16,23.53,136.59,50.0,576.24,0.42601000000000006,4.72,1.3,32.77,4.577,4.44
2024-07-02,GREEN,65.0,48.33,6.87,9.01,26.41,1.99,1.0,0.82,53.43,35.0,109.06,16.19,493.59,2.034725,2.58,2.45,83.05,8.0,5.74
2024-07-03,BROWN,65.0,40.0,7.34,11.09,29.17,1.51,0.55,0.46,44.57,32.43,131.99,26.14,402.52,0.628525,3.24,1.55,40.55,5.6049999999999995,3.04
2024-07-04,GREEN,65.0,47.97,7.73,5.46,27.34,1.99,0.86,0.32,40.0,27.91,119.35,27.28,357.39,1.068624,1.0,2.46,43.44,6.803999999999999,3.08
2024-07-05,GREEN,65.0,48.33,6.92,13.73,27.11,2.0,1.37,0.78,53.18,35.0,98.42,21.76,535.75,0.7709999999999999,2.62,2.57,30.0,5.57,5.15
2024-07-06,GREEN,65.0,48.01,7.86,14.38,29.76,1.95,1.47,0.32,40.0,35.0,131.94,18.2,415.15,1.3844400000000001,4.05,2.49,55.6,8.0,3.23
2024-07-07,BROWN,65.0,40.0,7.6,6.81,27.76,1.5,0.62,0.88,54.48,33.15,119.5,13.92,456.27,1.364487,4.59,1.57,86.91,8.0,5.59
2024-07-08,GREEN,65.0,49.44,7.5,5.0,28.07,2.0,1.43,0.54,45.77,35.0,118.82,12.0,377.47,1.898598,2.79,2.41,78.78,8.0,4.43
2024-07-09,BROWN,65.0,40.0,6.83,10.05,28.45,1.5,1.27,0.86,51.78,35.0,142.96,26.64,489.81,0.9019780000000001,2.66,1.54,58.57,7.397,4.48
2024-07-10,BROWN,65.0,40.0,6.56,9.22,26.01,1.52,0.8,0.78,40.0,35.0,108.34,30.77,590.1,1.155184,2.22,1.36,84.94,8.0,5.06
2024-07-11,BROWN,65.0,40.0,7.07,13.47,25.0,1.5,1.09,0.98,50.76,35.0,133.46,26.42,408.16,0.5113439999999999,1.52,1.44,35.51,4.991,3.94
2024-07-12,GREEN,65.0,49.13,7.8,5.0,25.23,2.0,0.5,0.79,49.88,35.0,106.68,32.74,497.42,1.97109,1.69,2.42,81.45,8.0,6.06
2024-07-13,GREEN,65.0,48.37,7.32,7.49,28.81,2.0,0.66,0.55,44.64,35.0,97.75,34.35,621.85,0.89278,2.01,2.45,36.44,6.093999999999999,3.11
2024-07-14,MIXED,65.0,40.0,8.0,11.6,26.07,1.79,1.17,0.64,40.0,35.0,102.08,39.98,641.3,1.0988900000000001,1.0,2.14,51.35,7.275,3.39
2024-07-15,MIXED,65.0,41.85,7.59,5.32,27.43,1.82,1.09,0.68,43.83,35.0,131.32,49.36,519.12,1.7730000000000001,1.78,1.97,90.0,8.0,6.01
2024-07-16,MIXED,65.0,40.46,7.95,10.41,26.55,1.78,1.12,0.56,40.0,26.09,90.05,44.11,325.2,1.6733509999999998,1.0,1.91,87.61,8.0,4.25
2024-07-17,GREEN,65.0,48.55,8.0,5.56,25.51,2.0,1.21,0.65,42.72,31.28,126.64,34.17,401.73,1.547484,1.15,2.58,59.98,8.0,6.39
2024-07-18,BROWN,65.0,40.0,6.85,6.71,29.59,1.5,1.5,0.63,49.98,35.0,125.34,46.79,491.62,0.47100000000000003,4.51,1.57,30.0,4.57,3.2
2024-07-19,GREEN,65.0,48.63,6.77,13.13,28.77,2.0,0.6,0.98,46.3,35.0,131.85,17.12,434.94,1.17054,2.24,2.52,46.45,7.165000000000001,4.21
2024-07-20,BROWN,65.0,40.0,6.67,11.24,29.53,1.5,0.71,0.37,52.0,27.22,140.73,19.4,616.28,0.6746849999999999,1.56,1.41,47.85,6.195,5.22
2024-07-21,MIXED,65.0,40.0,7.36,13.47,28.23,1.81,1.2,0.36,40.0,26.69,133.88,28.83,390.21,1.818,1.26,2.02,90.0,8.0,6.33
2024-07-22,BROWN,65.0,40.0,7.05,9.09,29.57,1.5,1.04,0.95,49.88,35.0,105.12,5.0,593.18,0.583708,3.11,1.46,39.98,5.458,4.16
2024-07-23,BROWN,65.0,40.0,7.17,8.66,25.68,1.5,1.41,0.72,40.0,26.15,133.02,19.09,565.9,0.928969,1.0,1.57,59.17,7.487,4.66
2024-07-24,MIXED,65.0,41.74,7.3,6.34,27.14,1.83,1.4,0.78,40.0,35.0,111.55,18.4,395.44,1.14426,3.2,1.95,58.68,7.8180000000000005,6.68
2024-07-25,GREEN,65.0,46.85,7.15,5.0,28.33,2.0,0.87,0.56,40.0,35.0,93.28,16.91,650.0,1.8417540000000003,3.58,2.54,72.51,8.0,4.73
2024-07-26,MIXED,65.0,40.0,7.6,6.9,26.19,1.81,0.93,0.96,40.0,35.0,146.01,5.02,441.52,1.289715,4.28,2.13,60.55,8.0,6.53
2024-07-27,BROWN,65.0,40.0,7.4,10.93,28.69,1.51,0.77,0.54,46.39,35.0,99.53,45.49,418.03,0.5981200000000001,3.16,1.52,39.35,5.455,6.0
2024-07-28,GREEN,65.0,48.52,7.46,11.36,26.88,2.0,1.08,0.9,44.12,35.0,109.89,40.33,501.67,1.1305,3.38,2.5,45.22,7.022,3.29
2024-07-29,MIXED,65.0,40.67,7.73,13.34,27.99,1.85,0.93,0.82,50.95,35.0,92.19,21.92,498.91,0.911472,1.6,2.04,44.68,6.508,4.83
2024-07-30,GREEN,65.0,49.06,7.78,12.01,28.02,2.0,1.27,0.6,45.15,35.0,94.85,39.87,367.67,1.7556749999999997,3.9,2.55,68.85,8.0,5.25
2024-07-31,MIXED,65.0,40.0,7.96,6.67,28.02,1.81,0.57,0.39,47.98,25.74,94.02,28.63,344.01,1.3399550000000002,5.0,1.85,72.43,8.0,5.8
2024-08-01,BROWN,65.0,40.0,7.47,5.0,26.39,1.5,1.47,0.42,40.0,35.0,142.13,18.43,630.11,1.2665870000000001,3.21,1.61,78.67,8.0,6.2
2024-08-02,MIXED,65.0,40.0,6.79,5.88,27.84,1.78,0.73,0.76,44.87,35.0,109.47,32.28,354.13,1.3092300000000001,2.2,1.95,67.14,8.0,6.46
2024-08-03,BROWN,65.0,40.0,7.58,12.6,29.51,1.5,1.3,0.72,40.86,25.2,146.17,41.93,580.61,0.966861,4.82,1.49,64.89,7.979,3.42
2024-08-04,BROWN,65.0,40.0,6.6,12.16,26.05,1.5,0.78,0.86,40.0,35.0,103.6,23.93,547.07,0.9174619999999999,2.82,1.42,64.61,7.881,3.67
2024-08-05,GREEN,65.0,49.22,7.3,14.39,25.62,2.0,0.9,0.85,40.32,24.11,97.0,30.73,587.75,1.6162650000000003,1.23,2.45,65.97,8.0,4.71
