Date,Waste_Type,Temperature,Moisture_Content,pH_Level,Oxygen_Level,Carbon_Nitrogen_Ratio,Nitrogen_Content,Potassium_Content,Phosphorus_Content,Ambient_Humidity,Ambient_Temperature,Waste_Height,Particle_Size,Bulk_Density,Final_Volume_Reduction,Odor_Level,Decomposition_Rate,Time_Elapsed,Maturity_Index,Turning_Frequency
2024-04-21,MIXED,65.0,56.96,7.07,12.53,29.48,1.83,0.82,0.61,63.03,28.98,143.92,32.5,499.62,1.5459969999999998,4.35,2.11,73.27,8.0,6.1
2024-04-22,MIXED,65.0,55.04,7.46,10.69,25.59,1.83,1.29,0.48,57.92,34.25,103.35,10.63,542.36,1.31768,1.03,1.81,72.8,8.0,5.16
2024-04-23,BROWN,65.0,44.89,7.0,8.45,27.4,1.5,0.57,0.54,62.26,31.61,133.39,19.89,523.23,0.63742,4.26,1.45,43.96,5.846,5.96
2024-04-24,GREEN,57.38,60.0,7.33,8.65,26.88,1.97,1.15,0.43,50.3,34.3,111.2,34.06,400.6,0.8263140000000001,4.27,2.46,33.59,5.819000000000001,5.06
2024-04-25,BROWN,65.0,44.89,6.95,9.87,26.2,1.55,0.53,0.97,61.7,23.96,107.24,8.73,439.0,0.983475,4.5,1.41,69.75,8.0,3.67
2024-04-26,BROWN,54.68,43.13,7.19,13.94,25.93,1.5,1.44,0.6,49.29,35.0,130.22,22.05,495.91,0.527744,3.51,1.52,34.72,4.992,6.44
2024-04-27,GREEN,62.96,60.0,6.81,14.44,25.95,1.95,0.6,0.88,46.69,22.81,104.15,23.61,367.9,1.9044480000000001,1.75,2.73,69.76,8.0,5.42
2024-04-28,MIXED,65.0,52.46,7.16,8.28,28.27,1.78,0.9,0.66,53.66,26.17,122.79,22.46,435.5,1.5277900000000002,1.8,1.87,81.7,8.0,5.06
2024-04-29,MIXED,62.07,54.43,7.1,5.86,26.14,1.78,0.84,0.89,55.15,23.31,103.78,32.68,423.01,1.3765100000000001,1.76,1.79,76.9,8.0,6.85
2024-04-30,MIXED,65.0,54.16,7.66,9.18,26.48,1.77,1.03,0.32,50.07,20.47,102.98,13.02,392.91,1.672119,3.82,2.01,83.19,8.0,6.86
2024-05-01,GREEN,61.0,60.0,6.54,12.39,25.0,2.0,1.03,0.31,70.0,21.84,106.14,35.82,433.68,2.194176,1.79,2.56,85.71,8.0,6.85
2024-05-02,BROWN,65.0,44.2,6.7,6.53,29.04,1.52,0.76,0.74,56.04,25.07,126.99,6.38,611.16,0.947102,4.63,1.46,64.87,7.947,5.12
2024-05-03,BROWN,55.65,43.56,7.12,10.59,28.14,1.5,0.73,0.64,69.24,20.94,147.27,11.87,445.79,0.8208449999999999,4.1,1.45,56.61,7.111,6.73
2024-05-04,MIXED,65.0,55.95,7.23,12.58,29.71,1.83,1.1,0.82,50.88,24.11,136.46,17.83,613.52,0.875088,3.65,2.06,42.48,6.308,6.91
2024-05-05,BROWN,65.0,43.72,7.54,13.37,29.53,1.52,0.58,0.41,68.52,30.47,135.28,30.36,546.56,1.107351,1.01,1.47,75.33,8.0,5.82
2024-05-06,GREEN,54.57,60.0,6.82,11.43,26.08,1.98,0.82,0.68,55.41,32.78,107.89,12.98,549.55,1.0026899999999999,2.43,2.34,42.85,6.625,3.71
2024-05-07,GREEN,54.55,60.0,7.89,8.92,28.49,2.0,1.27,0.56,49.69,21.98,114.81,26.7,311.49,1.681992,1.49,2.34,71.88,8.0,5.41
2024-05-08,GREEN,65.0,60.0,6.98,9.21,29.64,2.0,1.23,0.3,61.6,28.91,147.62,45.93,473.7,1.285896,5.0,2.62,49.08,7.528,3.34
2024-05-09,MIXED,62.5,54.75,6.57,13.7,25.35,1.77,1.05,0.54,63.13,32.51,116.22,12.95,425.23,0.8725419999999999,3.55,1.87,46.66,6.536,3.79
2024-05-10,GREEN,59.05,60.0,6.6,14.02,28.74,1.98,1.18,0.52,55.71,24.22,130.46,42.48,563.06,1.281732,1.0,2.44,52.53,7.693,5.06
2024-05-11,BROWN,65.0,44.7,6.69,13.23,28.82,1.51,1.16,0.63,50.66,20.56,106.3,36.25,460.14,0.928064,3.84,1.36,68.24,8.0,4.0
2024-05-12,GREEN,65.0,60.0,6.55,8.66,28.84,1.98,0.78,0.79,67.76,17.78,104.61,9.67,369.69,1.0951920000000002,3.43,2.46,44.52,6.912,7.0
2024-05-13,MIXED,63.5,55.26,7.56,9.41,26.94,1.78,1.47,0.86,55.2,35.0,95.69,46.67,425.18,1.5715199999999998,1.62,1.92,81.85,8.0,6.58
2024-05-14,BROWN,65.0,43.84,7.79,7.44,26.95,1.52,1.4,0.57,60.05,35.0,102.67,20.16,632.56,1.167615,3.92,1.55,75.33,8.0,5.62
2024-05-15,GREEN,57.54,60.0,7.15,6.79,25.5,1.97,0.56,0.82,59.72,32.47,118.06,46.49,569.06,1.3904999999999998,3.83,2.5,55.62,8.0,3.83
2024-05-16,GREEN,65.0,60.0,6.96,5.28,26.28,2.0,0.68,1.0,57.13,35.0,93.87,45.62,624.84,0.849927,1.2,2.47,34.41,5.911,6.55
2024-05-17,GREEN,62.32,60.0,6.53,8.66,29.42,2.0,1.5,0.67,48.79,33.12,108.61,5.05,579.8,2.2680000000000002,1.3,2.52,90.0,8.0,3.3
2024-05-18,MIXED,65.0,55.4,6.61,11.13,28.63,1.82,0.97,0.62,49.74,29.16,105.78,33.51,507.66,0.6643779999999999,4.07,2.02,32.89,5.309,3.85
2024-05-19,GREEN,56.77,60.0,7.89,9.58,26.97,1.96,0.64,0.94,66.37,35.0,94.87,50.0,625.31,0.8694419999999999,2.64,2.54,34.23,5.962999999999999,3.47
2024-05-20,MIXED,65.0,52.41,6.74,11.63,27.53,1.78,0.58,0.77,63.45,35.0,114.05,9.17,300.0,0.849267,1.27,1.97,43.11,6.281,6.0
2024-05-21,MIXED,63.08,56.02,6.85,11.32,29.25,1.78,1.27,0.78,61.95,28.49,127.72,21.45,596.59,0.808488,3.13,1.97,41.04,6.074,4.53
2024-05-22,GREEN,65.0,60.0,6.79,6.41,28.95,1.95,0.51,0.91,65.6,34.19,103.66,43.98,333.84,1.9846960000000002,3.01,2.44,81.34,8.0,3.67
2024-05-23,GREEN,57.29,60.0,7.37,8.9,29.64,2.0,1.45,0.64,70.0,33.13,118.39,16.81,642.12,1.40481,4.87,2.42,58.05,8.0,3.25
2024-05-24,GREEN,60.39,60.0,7.96,14.92,26.81,1.99,0.86,0.46,64.1,23.86,92.57,13.7,352.1,1.438885,1.9,2.45,58.73,8.0,4.89
2024-05-25,BROWN,56.67,45.53,6.85,12.96,27.97,1.55,1.47,0.64,50.42,19.6,103.33,20.99,414.79,0.7957529999999999,4.55,1.19,66.87,7.877000000000001,6.4
2024-05-26,GREEN,65.0,60.0,6.67,13.98,26.73,2.0,1.22,0.98,70.0,25.88,130.61,11.54,569.22,1.8025,1.87,2.5,72.1,8.0,3.84
2024-05-27,BROWN,65.0,44.62,8.0,10.87,28.7,1.53,0.84,0.62,70.0,21.13,113.88,36.28,365.49,1.026195,4.12,1.29,79.55,8.0,6.62
2024-05-28,MIXED,65.0,52.87,6.7,9.2,26.72,1.79,0.87,0.79,44.13,35.0,94.11,10.49,314.46,1.04291,1.2,1.9,54.89,7.388999999999999,3.67
2024-05-29,MIXED,59.59,54.79,7.36,7.2,27.0,1.83,0.98,0.47,56.54,34.82,107.41,41.3,635.94,1.65984,3.71,1.95,85.12,8.0,4.35
2024-05-30,GREEN,65.0,60.0,7.45,13.26,25.7,2.0,1.11,0.34,50.2,26.53,112.91,8.29,397.16,2.0964,4.66,2.4,87.35,8.0,5.23
2024-05-31,BROWN,62.06,42.92,6.59,10.27,28.91,1.53,1.5,0.46,50.69,35.0,136.86,32.71,365.06,0.5860139999999999,1.49,1.43,40.98,5.528,5.22
2024-06-01,BROWN,65.0,40.0,7.26,6.78,27.35,1.51,0.68,0.89,52.25,35.0,144.52,29.82,586.01,1.0339500000000001,3.12,1.5,68.93,8.0,5.0
2024-06-02,MIXED,65.0,40.0,7.56,6.74,26.91,1.8,0.9,0.42,40.0,26.76,116.54,31.21,545.68,1.515942,4.46,2.01,75.42,8.0,5.76
2024-06-03,MIXED,65.0,40.0,7.83,11.87,29.3,1.8,0.94,0.68,41.23,35.0,115.76,20.87,447.41,0.9026909999999998,3.61,2.01,44.91,6.5009999999999994,5.07
2024-06-04,BROWN,65.0,40.0,6.62,5.72,26.97,1.5,1.11,0.9,44.47,23.86,95.38,44.01,450.37,0.938604,4.79,1.72,54.57,7.177,4.66
2024-06-05,BROWN,65.0,40.0,7.55,9.83,28.99,1.5,1.31,0.37,46.07,33.81,107.4,10.62,388.13,0.6224399999999999,4.02,1.68,37.05,5.385,4.25
2024-06-06,MIXED,65.0,40.65,7.9,14.28,25.34,1.82,0.63,0.91,45.68,35.0,135.28,36.92,398.57,1.445844,1.74,2.13,67.88,8.0,5.51
2024-06-07,BROWN,65.0,40.0,6.61,7.9,27.23,1.5,1.5,0.86,40.0,26.76,137.93,15.34,334.25,0.7289650000000001,1.02,1.55,47.03,6.253,6.71
2024-06-08,BROWN,65.0,40.0,7.55,11.13,27.46,1.5,0.82,0.51,47.77,35.0,110.1,10.01,565.26,0.62424,3.83,1.53,40.8,5.61,3.33
2024-06-09,MIXED,65.0,40.0,7.9,10.75,27.76,1.77,0.56,0.58,41.64,34.35,113.51,40.96,625.4,1.471406,3.05,1.99,73.94,8.0,6.91
2024-06-10,BROWN,65.0,40.0,7.78,7.74,27.53,1.5,0.55,0.76,49.67,35.0,95.13,19.67,329.44,1.0549199999999999,4.69,1.49,70.8,8.0,5.06
2024-06-11,GREEN,65.0,49.14,7.69,14.8,26.02,1.99,1.05,0.39,48.89,35.0,142.44,5.03,497.21,1.475994,1.86,2.54,58.11,8.0,6.43
2024-06-12,BROWN,65.0,40.0,6.55,13.57,27.9,1.5,1.11,0.5,53.48,24.04,135.49,34.55,454.56,0.8370599999999999,3.85,1.4,59.79,7.379,4.23
2024-06-13,BROWN,65.0,40.0,6.57,8.85,26.13,1.52,1.5,0.93,40.0,35.0,96.44,32.4,509.38,0.745908,2.62,1.22,61.14,7.334,6.55
2024-06-14,BROWN,65.0,40.0,7.28,7.39,28.52,1.5,1.39,0.89,53.54,35.0,130.14,40.69,543.04,0.8632499999999999,5.0,1.5,57.55,7.255,4.83
2024-06-15,GREEN,65.0,47.66,6.75,13.33,26.76,2.0,1.22,0.67,47.63,35.0,107.27,29.19,440.71,1.244264,1.58,2.38,52.28,7.608,4.2
2024-06-16,GREEN,65.0,47.21,7.45,6.26,26.31,1.97,0.51,0.87,56.06,29.94,121.95,10.76,578.71,1.497088,1.47,2.56,58.48,8.0,6.14
2024-06-17,GREEN,65.0,48.91,6.58,7.41,28.25,1.97,0.66,0.37,48.29,35.0,114.26,17.17,606.99,1.49661,3.91,2.41,62.1,8.0,3.32
2024-06-18,MIXED,65.0,40.71,7.05,7.54,26.55,1.82,0.99,0.81,43.62,35.0,118.12,42.51,557.42,1.360112,5.0,2.08,65.39,8.0,4.84
2024-06-19,GREEN,65.0,48.55,7.47,14.51,27.49,2.0,0.74,0.81,40.8,35.0,126.64,37.64,501.84,0.9791509999999998,1.1,2.51,39.01,6.411,3.05
2024-06-20,GREEN,65.0,46.54,6.5,12.57,27.12,2.0,0.64,0.73,40.0,31.49,112.6,14.19,503.83,1.7686470000000003,1.31,2.49,71.03,8.0,4.56
2024-06-21,BROWN,65.0,40.0,7.97,13.2,29.63,1.53,0.85,0.84,40.0,35.0,120.19,24.21,647.89,0.909288,4.8,1.46,62.28,7.688,5.05
2024-06-22,BROWN,65.0,40.0,7.89,13.3,25.16,1.5,0.92,0.7,43.98,35.0,109.79,5.97,504.05,1.389921,1.94,1.57,88.53,8.0,4.07
2024-06-23,BROWN,65.0,40.0,7.66,11.77,28.45,1.5,1.24,0.85,40.0,35.0,106.07,6.51,612.34,0.594762,2.3,1.47,40.46,5.516,7.0
2024-06-24,BROWN,65.0,40.0,7.91,7.0,29.87,1.5,1.18,0.98,40.0,35.0,137.16,44.17,435.58,1.0218539999999998,1.54,1.46,69.99,8.0,4.92
2024-06-25,GREEN,65.0,47.62,6.77,6.28,25.37,1.95,0.67,0.68,40.0,29.11,134.36,8.3,555.95,1.591056,4.14,2.54,62.64,8.0,3.42
2024-06-26,GREEN,65.0,48.89,7.82,7.02,25.54,1.98,1.29,0.49,44.59,35.0,137.13,9.63,331.27,1.8365879999999999,3.21,2.44,75.27,8.0,6.78
2024-06-27,MIXED,65.0,41.0,7.66,5.93,25.16,1.81,1.24,0.7,40.0,29.13,138.42,34.23,613.68,1.4447039999999998,4.25,2.02,71.52,8.0,6.79
2024-06-28,BROWN,65.0,40.0,7.01,9.84,26.47,1.5,1.31,0.78,42.67,22.95,122.44,17.75,300.0,1.290242,4.03,1.67,77.26,8.0,6.78
2024-06-29,MIXED,65.0,40.28,7.18,8.26,27.26,1.82,1.34,0.79,40.99,35.0,149.37,35.19,462.11,1.7874179999999997,4.34,1.99,89.82,8.0,3.84
2024-06-30,MIXED,65.0,40.0,7.48,11.68,29.82,1.78,1.49,0.64,40.0,35.0,96.24,47.72,308.75,0.7860320000000001,1.13,2.08,37.79,5.859,6.9
2024-07-01,MIXED,65.0,40.0,6.76,5.78,28.55,1.78,1.16,0.37,43.19,35.0,150.0,38.87,437.13,0.7119580000000001,1.95,1.97,36.14,5.584,6.48
2024-07-02,BROWN,65.0,40.0,7.12,8.98,26.4,1.53,1.0,0.51,46.27,26.63,132.94,8.8,632.25,0.796575,4.76,1.29,61.75,7.465,5.82
2024-07-03,BROWN,65.0,40.0,7.85,7.06,28.2,1.5,1.0,0.37,40.0,26.79,105.0,11.74,438.04,1.18406,4.28,1.46,81.1,8.0,3.26
2024-07-04,GREEN,65.0,48.14,6.7,13.77,25.61,2.0,0.54,0.81,43.42,35.0,143.65,20.31,432.57,1.6667370000000004,4.84,2.43,68.59,8.0,6.8
2024-07-05,GREEN,65.0,46.89,6.91,13.19,25.43,2.0,1.45,0.53,40.0,35.0,121.13,32.09,585.48,2.4120000000000004,1.95,2.68,90.0,8.0,4.28
2024-07-06,BROWN,65.0,40.0,7.0,12.78,26.22,1.5,1.28,0.58,55.4,35.0,105.55,24.37,310.06,1.368,1.93,1.52,90.0,8.0,4.85
2024-07-07,GREEN,65.0,46.09,6.97,7.47,27.82,2.0,1.06,0.91,53.31,35.0,119.29,47.43,604.57,0.9489740000000001,4.48,2.47,38.42,6.312,5.59
2024-07-08,MIXED,65.0,40.27,7.93,10.38,28.99,1.76,1.12,0.85,46.41,24.67,107.71,18.29,499.79,0.808212,1.58,1.88,42.99,6.179,5.17
2024-07-09,GREEN,65.0,49.03,7.56,13.05,27.22,2.0,1.16,0.63,40.0,33.98,115.74,5.0,415.18,1.181808,1.99,2.61,45.28,7.138,5.56
2024-07-10,BROWN,65.0,40.0,7.51,5.0,26.46,1.5,1.32,0.49,44.15,35.0,93.99,40.77,494.15,0.769692,2.51,1.47,52.36,6.7059999999999995,5.02
2024-07-11,BROWN,65.0,40.0,7.19,5.1,25.99,1.5,1.1,0.75,40.98,35.0,119.03,32.4,469.58,1.132035,4.57,1.63,69.45,8.0,5.14
2024-07-12,GREEN,65.0,47.61,6.88,6.5,28.16,2.0,1.17,0.87,45.5,27.63,121.99,29.62,525.27,1.4280359999999999,2.74,2.36,60.51,8.0,4.38
2024-07-13,GREEN,65.0,48.56,7.44,13.33,29.04,2.0,1.2,0.72,40.0,27.27,94.62,12.96,600.34,1.6883549999999996,2.67,2.55,66.21,8.0,3.85
2024-07-14,MIXED,65.0,40.0,7.05,6.36,28.86,1.83,1.24,1.0,40.0,35.0,132.93,14.53,472.12,1.6136279999999998,1.23,2.01,80.28,8.0,6.57
2024-07-15,BROWN,65.0,40.0,7.28,11.19,27.41,1.5,1.25,0.88,49.12,29.68,122.35,27.01,329.45,0.978515,3.28,1.55,63.13,7.863,4.34
2024-07-16,MIXED,65.0,40.24,6.72,6.95,28.51,1.8,1.13,0.93,40.81,35.0,139.65,20.29,383.12,0.808304,3.98,1.96,41.24,6.0840000000000005,6.85
2024-07-17,MIXED,65.0,40.0,6.8,11.75,25.57,1.79,0.56,0.92,40.0,33.46,102.69,19.82,628.84,1.12068,3.44,1.98,56.6,7.640000000000001,4.8
2024-07-18,GREEN,65.0,49.02,6.85,13.07,27.17,1.95,0.99,0.36,47.08,35.0,145.21,10.23,380.92,1.343553,1.38,2.37,56.69,8.0,4.65
2024-07-19,MIXED,65.0,41.8,7.53,11.51,25.1,1.77,1.23,0.66,41.25,35.0,143.81,44.67,512.43,1.130101,1.46,2.03,55.67,7.5969999999999995,5.83
2024-07-20,MIXED,65.0,40.57,7.82,10.46,29.02,1.76,0.65,0.91,43.86,35.0,139.55,36.34,509.7,1.62432,3.35,1.92,84.6,8.0,5.12
2024-07-21,MIXED,65.0,40.0,7.01,8.41,27.07,1.79,1.3,0.66,40.0,35.0,99.65,27.84,613.12,1.4807149999999998,2.61,2.05,72.23,8.0,5.61
2024-07-22,GREEN,65.0,46.28,7.92,10.47,27.1,2.0,1.1,0.72,40.0,35.0,110.73,39.1,576.64,1.8678400000000002,1.27,2.6,71.84,8.0,5.22
2024-07-23,BROWN,65.0,40.0,7.28,11.6,28.66,1.5,0.96,0.74,51.94,35.0,110.48,10.15,441.17,0.8156260000000001,5.0,1.49,54.74,6.964,6.14
2024-07-24,MIXED,65.0,40.0,7.74,7.37,25.91,1.79,0.96,0.91,42.97,27.25,139.5,39.21,590.59,1.4458080000000002,4.53,2.08,69.51,8.0,4.08
2024-07-25,MIXED,65.0,40.0,7.42,9.7,25.91,1.78,0.8,0.35,50.15,28.4,106.61,23.96,409.4,0.696696,2.55,1.82,38.28,5.648000000000001,3.9
2024-07-26,GREEN,65.0,46.94,7.67,12.71,29.41,1.99,1.4,0.98,54.58,35.0,144.16,47.52,650.0,1.379088,2.21,2.44,56.52,8.0,3.21
2024-07-27,GREEN,65.0,49.2,7.34,10.5,28.25,1.98,1.16,0.33,40.0,33.49,130.08,47.92,631.64,0.9084,4.8,2.4,37.85,6.1850000000000005,4.59
2024-07-28,MIXED,65.0,40.0,7.99,14.48,28.83,1.77,1.2,0.75,52.65,31.17,97.27,25.29,614.58,0.7599239999999999,1.59,2.09,36.36,5.726,6.06
2024-07-29,BROWN,65.0,40.0,7.91,12.91,27.61,1.52,1.24,0.67,40.0,35.0,113.58,31.45,393.12,0.7309230000000001,1.65,1.59,45.97,6.186999999999999,6.15
2024-07-30,MIXED,65.0,40.0,7.23,13.95,28.68,1.77,0.5,0.31,40.0,35.0,104.8,41.33,319.48,1.2944140000000002,2.73,1.87,69.22,8.0,4.23
2024-07-31,MIXED,65.0,40.96,6.98,8.23,26.0,1.85,1.18,0.56,53.81,22.98,147.55,35.34,360.09,0.9972739999999999,2.77,2.02,49.37,6.956999999999999,4.23
2024-08-01,GREEN,65.0,46.09,7.24,14.22,29.59,2.0,0.58,0.67,51.69,35.0,132.66,41.07,376.99,2.051924,4.55,2.66,77.14,8.0,5.57
2024-08-02,GREEN,65.0,49.76,7.6,8.16,25.34,1.99,1.12,0.82,54.08,35.0,114.59,25.92,431.16,1.173458,4.32,2.42,48.49,7.269,4.7
2024-08-03,MIXED,65.0,40.0,7.45,13.14,28.7,1.76,0.83,0.56,44.34,28.48,129.14,13.03,387.73,0.8554419999999999,4.56,2.03,42.14,6.244,5.09
2024-08-04,BROWN,65.0,40.0,7.18,12.25,25.75,1.5,0.79,0.36,47.31,29.7,105.29,21.98,491.01,0.5420520000000001,4.62,1.62,33.46,4.966,3.27
2024-08-05,MIXED,65.0,40.0,6.71,5.61,27.8,1.82,0.9,0.76,51.48,35.0,98.39,22.76,615.92,0.78982,3.4,2.02,39.1,5.93,5.21
2024-08-06,GREEN,65.0,47.38,6.97,7.5,26.97,1.99,1.33,0.45,56.02,35.0,109.48,18.05,519.71,1.0932570000000001,1.95,2.43,44.99,6.929,5.73
