Date,Waste_Type,Temperature,Moisture_Content,pH_Level,Oxygen_Level,Carbon_Nitrogen_Ratio,Nitrogen_Content,Potassium_Content,Phosphorus_Content,Ambient_Humidity,Ambient_Temperature,Waste_Height,Particle_Size,Bulk_Density,Final_Volume_Reduction,Odor_Level,Decomposition_Rate,Time_Elapsed,Maturity_Index,Turning_Frequency
2024-06-26,BROWN,65.0,40.0,6.73,11.73,26.33,1.5,0.99,0.51,51.15,35.0,112.23,32.02,400.19,0.524524,3.34,1.54,34.06,4.946,4.64
2024-06-27,BROWN,65.0,40.0,7.12,5.98,25.0,1.5,1.16,0.75,41.54,35.0,105.94,24.2,538.91,0.7939499999999999,2.68,1.5,52.93,6.793,6.73
2024-06-28,MIXED,65.0,40.44,7.61,5.23,27.73,1.8,1.31,0.91,52.65,35.0,121.45,50.0,418.8,0.8303,3.3,1.9,43.7,6.27,3.7
2024-06-29,GREEN,65.0,46.24,6.5,11.07,26.15,1.97,0.84,0.62,45.84,26.88,90.25,42.62,643.44,1.4654999999999998,4.73,2.5,58.62,8.0,4.38
2024-06-30,GREEN,65.0,49.04,7.24,6.19,26.79,2.0,1.34,0.3,40.0,35.0,144.31,45.12,568.79,1.895375,5.0,2.57,73.75,8.0,5.56
2024-07-01,MIXED,65.0,41.3,7.84,9.74,29.37,1.78,0.8,0.63,50.37,35.0,117.01,17.57,511.33,1.492886,1.53,1.78,83.87,8.0,6.45
2024-07-02,GREEN,65.0,48.23,7.38,13.23,25.54,2.0,1.38,0.65,40.0,35.0,92.5,25.22,366.22,1.227008,3.1,2.56,47.93,7.353,3.0
2024-07-03,GREEN,65.0,49.48,6.67,6.41,27.74,1.97,0.57,0.79,49.92,35.0,138.63,15.51,504.24,1.021014,2.6,2.62,38.97,6.5169999999999995,6.72
2024-07-04,BROWN,65.0,40.0,6.67,12.65,27.72,1.52,1.18,0.41,41.21,31.67,121.66,5.0,561.85,0.5817,5.0,1.5,38.78,5.378,4.68
2024-07-05,GREEN,65.0,49.39,7.26,13.03,26.48,1.98,0.61,0.68,40.0,35.0,128.32,40.27,622.41,1.28233,1.15,2.45,52.34,7.684,4.64
2024-07-06,GREEN,65.0,49.38,6.62,13.21,25.0,2.0,1.02,0.48,40.0,35.0,127.06,7.46,472.86,2.13807,4.76,2.42,88.35,8.0,6.62
2024-07-07,MIXED,65.0,40.0,7.83,11.62,25.94,1.81,0.64,0.3,40.0,35.0,139.97,36.09,391.22,0.9051699999999999,1.57,1.93,46.9,6.619999999999999,5.02
2024-07-08,GREEN,65.0,46.87,6.78,6.96,25.78,1.92,0.89,0.5,54.26,35.0,141.2,47.52,458.26,0.9984870000000001,3.25,2.43,41.09,6.539,4.47
2024-07-09,GREEN,65.0,47.5,7.44,14.24,25.46,2.0,0.64,0.57,51.39,35.0,131.32,27.48,468.17,1.165794,2.47,2.46,47.39,7.199,3.09
2024-07-10,GREEN,65.0,47.52,7.03,5.98,26.78,1.96,1.47,0.87,40.0,35.0,90.49,43.13,347.31,1.20652,1.87,2.48,48.65,7.345000000000001,6.71
2024-07-11,BROWN,65.0,40.0,6.59,10.12,29.71,1.51,0.78,0.61,40.0,35.0,92.91,5.35,600.93,1.0535359999999998,4.4,1.46,72.16,8.0,5.07
2024-07-12,BROWN,65.0,40.0,6.96,13.61,25.73,1.52,0.58,0.37,49.91,32.23,112.98,37.47,532.98,1.2321,4.44,1.48,83.25,8.0,5.04
2024-07-13,GREEN,65.0,48.11,6.9,11.23,27.6,1.98,0.76,0.79,46.81,35.0,102.03,7.0,585.46,1.469565,1.73,2.55,57.63,8.0,3.88
2024-07-14,BROWN,65.0,40.0,6.7,10.92,26.39,1.53,0.81,0.64,40.0,35.0,109.79,48.53,383.44,0.457886,4.82,1.43,32.02,4.632000000000001,5.91
2024-07-15,GREEN,65.0,47.93,7.4,12.04,25.46,1.99,1.28,0.48,40.0,35.0,104.18,12.51,344.81,0.8885130000000001,2.26,2.37,37.49,6.119,5.86
2024-07-16,BROWN,65.0,40.0,7.71,14.36,28.05,1.52,1.26,0.98,53.34,35.0,104.88,20.4,586.28,0.7302399999999999,2.08,1.63,44.8,6.109999999999999,5.47
2024-07-17,GREEN,65.0,47.19,8.0,14.51,27.93,1.96,1.05,0.49,51.32,31.28,128.18,47.08,510.18,1.545984,2.43,2.44,63.36,8.0,3.75
2024-07-18,MIXED,65.0,41.78,6.99,8.25,30.0,1.78,1.1,0.39,42.93,35.0,97.38,31.85,483.81,0.9611160000000001,4.87,1.83,52.52,7.082000000000001,5.18
2024-07-19,BROWN,65.0,40.0,7.83,5.61,29.54,1.5,1.33,0.56,54.39,24.77,98.17,16.33,400.98,0.803588,4.38,1.58,50.86,6.666,6.44
2024-07-20,GREEN,65.0,48.65,7.4,8.53,26.73,2.0,1.46,0.49,55.44,23.57,120.9,48.76,501.01,1.8499590000000001,3.44,2.43,76.13,8.0,4.49
2024-07-21,MIXED,65.0,41.15,7.13,12.55,25.01,1.75,1.09,0.44,56.1,29.3,109.91,39.31,336.16,1.621858,3.28,2.02,80.29,8.0,3.8
2024-07-22,MIXED,65.0,41.53,7.16,10.86,29.27,1.85,1.03,0.33,56.01,33.86,149.51,11.56,539.94,0.8080799999999999,3.23,2.1,38.48,5.948,4.14
2024-07-23,GREEN,65.0,47.76,6.52,8.67,26.01,2.0,1.19,0.4,44.4,28.31,96.18,24.26,562.15,2.2305400000000004,1.02,2.6,85.79,8.0,6.26
2024-07-24,MIXED,65.0,40.0,7.53,15.0,29.03,1.83,0.95,0.42,40.0,35.0,127.7,23.83,522.17,0.849462,4.82,1.86,45.67,6.4270000000000005,4.56
2024-07-25,BROWN,65.0,40.0,7.6,5.48,27.12,1.5,0.66,1.0,54.11,35.0,120.07,47.86,627.17,0.709176,4.18,1.56,45.46,6.106,4.34
2024-07-26,BROWN,65.0,40.0,7.77,5.61,28.55,1.54,0.89,0.54,45.19,35.0,127.25,20.8,551.95,1.1939359999999999,2.91,1.42,84.08,8.0,3.77
2024-07-27,GREEN,65.0,49.14,7.6,8.6,27.03,2.0,0.81,0.56,40.0,26.85,105.24,8.9,427.71,2.187776,2.51,2.56,85.46,8.0,4.36
2024-07-28,BROWN,65.0,40.0,6.55,5.47,29.35,1.51,0.8,0.86,43.85,31.74,99.13,22.82,353.02,1.2675429999999999,4.2,1.49,85.07,8.0,3.28
2024-07-29,MIXED,65.0,40.16,6.98,14.51,27.67,1.83,1.16,1.0,40.0,35.0,124.34,30.02,450.7,1.4450669999999999,4.27,2.07,69.81,8.0,4.61
2024-07-30,MIXED,65.0,40.08,7.75,8.0,29.34,1.77,0.63,0.78,40.0,35.0,108.4,19.02,595.23,0.97884,1.28,1.8,54.38,7.238,4.81
2024-07-31,GREEN,65.0,47.13,7.55,11.14,28.36,2.0,1.05,0.68,49.38,29.68,112.55,31.09,415.11,1.5951359999999999,3.34,2.56,62.31,8.0,4.08
2024-08-01,MIXED,65.0,40.0,6.84,9.95,25.0,1.79,1.15,0.81,51.01,35.0,102.17,13.12,546.32,0.9704219999999999,3.27,1.97,49.26,6.896,3.15
2024-08-02,GREEN,65.0,45.81,7.87,9.05,26.38,2.0,0.82,0.32,54.06,35.0,142.92,29.34,613.1,2.127384,3.25,2.52,84.42,8.0,6.71
2024-08-03,MIXED,65.0,40.91,7.63,9.8,26.38,1.84,0.84,0.54,40.0,23.51,105.77,15.32,650.0,1.6817760000000002,3.98,2.04,82.44,8.0,6.31
2024-08-04,BROWN,65.0,40.0,7.94,13.65,28.33,1.5,0.54,0.94,54.52,26.28,121.1,23.78,396.1,0.470094,3.04,1.41,33.34,4.744000000000001,3.47
2024-08-05,MIXED,65.0,40.65,7.52,14.96,27.13,1.78,1.0,0.81,56.4,35.0,126.59,13.14,384.32,1.023059,3.55,1.99,51.41,7.131,6.11
2024-08-06,MIXED,65.0,40.0,7.86,13.5,27.38,1.83,1.2,0.85,40.0,35.0,141.97,48.78,436.26,0.9210629999999999,3.66,2.09,44.07,6.497,6.09
